,STATE,Year,SO2 (in ppb)
695,Kentucky,2013,4.159014393754574
696,Kentucky,2014,5.691740349363813
697,Kentucky,2015,3.046270783847981
698,Kentucky,2016,2.0242274121255015
699,Kentucky,2017,2.5007512341704228
700,Kentucky,2018,2.367113062568606
701,Kentucky,2019,2.2552104899930985
702,Kentucky,2020,0.5966666666666666
703,Louisiana,1980,13.542975206611569
704,Louisiana,1981,11.764493183165383
705,Louisiana,1982,11.819745699326852
706,Louisiana,1983,16.410129986553116
707,Louisiana,1984,14.79740134744947
708,Louisiana,1985,16.68791627021884
709,Louisiana,1986,14.355956336022782
710,Louisiana,1987,13.364960075152654
711,Louisiana,1988,12.715481171548117
712,Louisiana,1989,14.157476403378043
713,Louisiana,1990,13.288443616029824
714,Louisiana,1991,15.014018691588785
715,Louisiana,1992,13.924444444444445
716,Louisiana,1993,13.466374850775965
717,Louisiana,1994,13.42315369261477
718,Louisiana,1995,12.408835341365462
719,Louisiana,1996,13.852156057494867
720,Louisiana,1997,13.447135537959944
721,Louisiana,1998,12.646784715750233
722,Louisiana,1999,12.780442804428045
723,Louisiana,2000,12.871100917431193
724,Louisiana,2001,11.866946778711485
725,Louisiana,2002,12.057889822595705
726,Louisiana,2003,11.440036900369003
727,Louisiana,2004,12.345673299398428
728,Louisiana,2005,12.543437204910292
729,Louisiana,2006,10.167851284855113
730,Louisiana,2007,15.152016129032258
731,Louisiana,2008,14.716572237960339
732,Louisiana,2009,13.862151810584958
733,Louisiana,2010,13.031416490486258
734,Louisiana,2011,15.988054054054055
735,Louisiana,2012,10.50293122886133
736,Louisiana,2013,6.289597780859917
737,Louisiana,2014,5.498334875115633
738,Louisiana,2015,4.207400555041628
739,Louisiana,2016,4.681495504022717
740,Louisiana,2017,3.1802367472979927
741,Louisiana,2018,2.99661188369153
742,Louisiana,2019,2.687001023541453
743,Louisiana,2020,2.867906976744186
744,Maine,1980,34.93659711075441
745,Maine,1981,25.57991900905193
746,Maine,1982,23.64185013518733
747,Maine,1983,23.50887512899897
748,Maine,1984,25.91705217859064
749,Maine,1985,26.408683920029436
750,Maine,1986,28.560842362276823
751,Maine,1987,28.15335807050093
752,Maine,1988,26.974507531865584
753,Maine,1989,24.44154302670623
